command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\nequiv	symbol	math	U+2262	nequiv	not-equivalent-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:76	
\newmoon	text	text	U+25CF	newmoon					lib/LaTeXML/Package/mathabx.sty.ltxml:198	
\nexists	symbol	math	U+2204	nexists	not-exists	FUNCTION		\nexists	lib/LaTeXML/Package/mathabx.sty.ltxml:219	
\ngeq	symbol	math	U+2271	ngeq	not-greater-than-nor-equals	RELOP		\ngeq	lib/LaTeXML/Package/mathabx.sty.ltxml:340	
\ngeqq	symbol	math	U+2267 U+0338	ngeqq	not-greater-than-nor-equals	RELOP		\ngeqq	lib/LaTeXML/Package/mathabx.sty.ltxml:350	
\ngtr	symbol	math	U+226F	ngtr	not-greater-than	RELOP		\ngtr	lib/LaTeXML/Package/mathabx.sty.ltxml:337	
\ngtrapprox	symbol	math	U+2A86 U+0338	ngtrapprox	not-greater-than-nor-approximately-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:374	
\ngtrsim	symbol	math	U+2273 U+0338	ngtrsim	not-greater-than-nor-equivalent-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:368	
\nleftarrow	symbol	math	U+219A	nleftarrow		ARROW		\nleftarrow	lib/LaTeXML/Package/mathabx.sty.ltxml:424	
\nleftrightarrow	symbol	math	U+21AE	nleftrightarrow		ARROW		\nleftrightarrow	lib/LaTeXML/Package/mathabx.sty.ltxml:426	
\nleq	symbol	math	U+2270	nleq	not-less-than-nor-greater-than	RELOP		\nleq	lib/LaTeXML/Package/mathabx.sty.ltxml:339	
\nleqq	symbol	math	U+2266 U+0338	nleqq	not-less-than-nor-equals	RELOP		\nleqq	lib/LaTeXML/Package/mathabx.sty.ltxml:349	
\nless	symbol	math	U+226E	nless	not-less-than	RELOP		\nless	lib/LaTeXML/Package/mathabx.sty.ltxml:336	
\nlessapprox	symbol	math	U+2A85 U+0338	nlessapprox	not-less-than-nor-approximately-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:373	
\nlesssim	symbol	math	U+2272 U+0338	nlesssim	not-less-than-nor-similar-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:367	
\notasymp	symbol	math	U+226D	notasymp	not-equivalent-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:85	
\notbot	symbol	math	U+22A5 U+0338	notbot	not-bottom	ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:227	
\notdivides	symbol	math	U+2224	notdivides	does-not-divide	RELOP		\nmid	lib/LaTeXML/Package/mathabx.sty.ltxml:86	
\notequiv	symbol	math		notequiv					lib/LaTeXML/Package/mathabx.sty.ltxml:77	Let alias of \nequiv
\notni	symbol	math		notni				\notni	lib/LaTeXML/Package/mathabx.sty.ltxml:234	Let alias of \notowner
\notowner	symbol	math	U+220C	notowner	not-contains	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:233	
\notowns	symbol	math		notowns					lib/LaTeXML/Package/mathabx.sty.ltxml:235	Let alias of \notowner
\notperp	symbol	math	U+27C2 U+0338	notperp	not-perpendicular-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:228	
\notsign	symbol	math	U+007C	notsign	not	OPERATOR		\textbar	lib/LaTeXML/Package/mathabx.sty.ltxml:22	
\nottop	symbol	math	U+22A4 U+0338	nottop	not-top	ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:226	
\nprec	symbol	math	U+2280	nprec	not-precedes	RELOP		\nprec	lib/LaTeXML/Package/mathabx.sty.ltxml:388	
\nprecapprox	symbol	math	U+2AB7 U+0338	nprecapprox	not-precedes-nor-approximately-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:411	
\npreccurlyeq	symbol	math	U+227C U+0338	npreccurlyeq	not-precedes-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:392	
\npreceq	symbol	math	U+22E0	npreceq	not-precedes-nor-equals	RELOP		\npreceq	lib/LaTeXML/Package/mathabx.sty.ltxml:395	
\nprecsim	symbol	math	U+227E U+0338	nprecsim	not-precedes-nor-equivalent-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:405	
\nrightarrow	symbol	math	U+219B	nrightarrow		ARROW		\nrightarrow	lib/LaTeXML/Package/mathabx.sty.ltxml:425	
\nsim	symbol	math	U+2241	nsim	not-similar-to	RELOP		\nsim	lib/LaTeXML/Package/mathabx.sty.ltxml:78	
\nsimeq	symbol	math	U+2243 U+0338	nsimeq	not-equivalent-to-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:81	
\nsqsubset	symbol	math	U+228F U+0338	nsqsubset	not-square-image-of	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:284	
\nsqsubseteq	symbol	math	U+22E2	nsqsubseteq	not-square-image-of-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:287	
\nsqsubseteqq	symbol	math	U+228F U+0333 U+0338	nsqsubseteqq	not-square-image-of-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:296	
\nsqsupset	symbol	math	U+2290 U+0338	nsqsupset	not-square-original-of	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:285	
\nsqsupseteq	symbol	math	U+22E3	nsqsupseteq	not-square-original-of-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:288	
\nsqsupseteqq	symbol	math	U+2290 U+0333 U+0338	nsqsupseteqq	not-square-original-of-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:297	
\nsubset	symbol	math	U+2284	nsubset	not-subset-of	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:259	
\nsubseteq	symbol	math	U+2288	nsubseteq	not-subset-of-nor-equals	RELOP		\nsubseteq	lib/LaTeXML/Package/mathabx.sty.ltxml:262	
\nsubseteqq	symbol	math	U+2AC5 U+0338	nsubseteqq	not-subset-of-nor-equals	RELOP		\nsubseteqq	lib/LaTeXML/Package/mathabx.sty.ltxml:270	
\nsucc	symbol	math	U+2281	nsucc	not-succeeds	RELOP		\nsucc	lib/LaTeXML/Package/mathabx.sty.ltxml:389	
\nsuccapprox	symbol	math	U+2AB8 U+0338	nsuccapprox	not-succeeds-nor-approximately-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:412	
\nsucccurlyeq	symbol	math	U+227D U+0338	nsucccurlyeq	not-succeeds-nor-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:393	
\nsucceq	symbol	math	U+22E1	nsucceq	not-succeeds-nor-equals	RELOP		\nsucceq	lib/LaTeXML/Package/mathabx.sty.ltxml:396	
\nsuccsim	symbol	math	U+227F U+0338	nsuccsim	not-succeeds-nor-equivalent-to	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:406	
\nsupset	symbol	math	U+2285	nsupset	not-superset-of	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:260	
\nsupseteq	symbol	math	U+2289	nsupseteq	not-superset-of-nor-equals	RELOP		\nsupseteq	lib/LaTeXML/Package/mathabx.sty.ltxml:263	
\nsupseteqq	symbol	math	U+2AC6 U+0338	nsupseteqq	not-superset-of-nor-equals	RELOP		\nsupseteqq	lib/LaTeXML/Package/mathabx.sty.ltxml:271	
\ntriangleleft	symbol	math	U+22EA	ntriangleleft	not-subgroup-of	RELOP		\ntriangleleft	lib/LaTeXML/Package/mathabx.sty.ltxml:315	
\ntrianglelefteq	symbol	math	U+22EC	ntrianglelefteq	not-subgroup-of-nor-equals	RELOP		\ntrianglelefteq	lib/LaTeXML/Package/mathabx.sty.ltxml:319	
\ntriangleright	symbol	math	U+22EB	ntriangleright	not-contains	RELOP		\ntriangleright	lib/LaTeXML/Package/mathabx.sty.ltxml:316	
\ntrianglerighteq	symbol	math	U+22ED	ntrianglerighteq	not-contains-nor-equals	RELOP		\ntrianglerighteq	lib/LaTeXML/Package/mathabx.sty.ltxml:320	
\nvDash	symbol	math	U+22AD	nvDash		RELOP		\nvDash	lib/LaTeXML/Package/mathabx.sty.ltxml:117	
\nvargeq	symbol	math		nvargeq					lib/LaTeXML/Package/mathabx.sty.ltxml:344	Let alias of \ngeq
\nvarleq	symbol	math		nvarleq					lib/LaTeXML/Package/mathabx.sty.ltxml:343	Let alias of \nleq
\nvdash	symbol	math	U+22AC	nvdash		RELOP		\nvdash	lib/LaTeXML/Package/mathabx.sty.ltxml:113	
\oasterisk	symbol	math	U+229B	oasterisk		MULOP		\circledast	lib/LaTeXML/Package/mathabx.sty.ltxml:506	
\obackslash	symbol	math	U+29B8	obackslash					lib/LaTeXML/Package/mathabx.sty.ltxml:514	
\obot	symbol	math	U+29BA	obot					lib/LaTeXML/Package/mathabx.sty.ltxml:511	
\ocirc	symbol	math	U+229A	ocirc				\circledcirc	lib/LaTeXML/Package/mathabx.sty.ltxml:505	
\oiintop	symbol	math	U+222F	oiintop	double-contour-integral	INTOP		\oiint	lib/LaTeXML/Package/mathabx.sty.ltxml:550	
\oleft	symbol	math	U+22A3 U+20DD	oleft		ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:508	
\oright	symbol	math	U+22A2 U+20DD	oright		ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:509	
\otop	symbol	math	U+22A4 U+20DD	otop		ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:510	
\otriangleup	symbol	math	U+25B3 U+20DD	otriangleup		ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:515	
\ovoid	symbol	math	U+25CB	ovoid					lib/LaTeXML/Package/mathabx.sty.ltxml:512	
\ownsbar	symbol	math	U+22F8	ownsbar	element-of-with-underbar	ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:239	
\partialslash	symbol	math	U+2202 U+0338	partialslash		OPERATOR			lib/LaTeXML/Package/mathabx.sty.ltxml:217	
\pitchfork	symbol	math	U+22D4	pitchfork	proper-intersection	RELOP		\pitchfork	lib/LaTeXML/Package/mathabx.sty.ltxml:141	
\pluscirc	symbol	math	U+2295	pluscirc		MULOP		\oplus	lib/LaTeXML/Package/mathabx.sty.ltxml:60	
\precapprox	symbol	math	U+2AB7	precapprox	precedes-or-approximately-equals	RELOP		\precapprox	lib/LaTeXML/Package/mathabx.sty.ltxml:409	
\preccurlyeq	symbol	math	U+227C	preccurlyeq	precedes-or-equals	RELOP		\preccurlyeq	lib/LaTeXML/Package/mathabx.sty.ltxml:390	
\precdot	symbol	math	U+22D6	precdot		RELOP		\lessdot	lib/LaTeXML/Package/mathabx.sty.ltxml:381	
\precnapprox	symbol	math	U+2AB9	precnapprox	precedes-and-not-approximately-equals	RELOP		\precnapprox	lib/LaTeXML/Package/mathabx.sty.ltxml:413	
\precneq	symbol	math	U+22E8	precneq	precedes-not-equals	RELOP		\precnsim	lib/LaTeXML/Package/mathabx.sty.ltxml:397	
\precnsim	symbol	math	U+22E8	precnsim	precedes-and-not-equivalent-to	RELOP		\precnsim	lib/LaTeXML/Package/mathabx.sty.ltxml:407	
\precsim	symbol	math	U+227E	precsim	precedes-or-equivalent-to	RELOP		\precsim	lib/LaTeXML/Package/mathabx.sty.ltxml:403	
\rdbrack	symbol	math	U+27E7	rdbrack		CLOSE			lib/LaTeXML/Package/mathabx.sty.ltxml:669	
\restriction	symbol	math	U+21BE	restriction		ARROW		\restriction	lib/LaTeXML/Package/mathabx.sty.ltxml:436	
\rightbarharpoon	symbol	math	U+296C	rightbarharpoon		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:466	
\rightleftarrows	symbol	math	U+21C4	rightleftarrows		ARROW		\rightleftarrows	lib/LaTeXML/Package/mathabx.sty.ltxml:458	
\rightleftharpoon	symbol	math	U+294B	rightleftharpoon		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:470	
\rightmoon	text	text	U+263D	rightmoon					lib/LaTeXML/Package/mathabx.sty.ltxml:196	
\rightrightarrows	symbol	math	U+21C9	rightrightarrows		ARROW		\rightrightarrows	lib/LaTeXML/Package/mathabx.sty.ltxml:454	
\rightrightharpoons	symbol	math	U+2964	rightrightharpoons		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:462	
\rightsquigarrow	symbol	math	U+219D	rightsquigarrow		ARROW		\rightsquigarrow	lib/LaTeXML/Package/mathabx.sty.ltxml:491	
\rightthreetimes	symbol	math	U+22CC	rightthreetimes	right-semidirect-product	MULOP		\rightthreetimes	lib/LaTeXML/Package/mathabx.sty.ltxml:140	
\righttoleftarrow	symbol	math	U+2B8C	righttoleftarrow		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:494	
\rip	symbol	math	U+26FC	rip					lib/LaTeXML/Package/mathabx.sty.ltxml:164	
\risingdotseq	symbol	math	U+2253	risingdotseq	image-of-or-approximately-equals	RELOP		\risingdotseq	lib/LaTeXML/Package/mathabx.sty.ltxml:95	
\rtimes	symbol	math	U+22CA	rtimes	right-normal-factor-semidirect-product	MULOP		\rtimes	lib/LaTeXML/Package/mathabx.sty.ltxml:38	
\second	symbol	math	U+02BA	second		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:125	
\smalltriangledown	symbol	math	U+25BF	smalltriangledown		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:325	
\smalltriangleleft	symbol	math	U+25C3	smalltriangleleft		RELOP		\triangleleft	lib/LaTeXML/Package/mathabx.sty.ltxml:326	
\smalltriangleright	symbol	math	U+25B9	smalltriangleright		RELOP		\triangleright	lib/LaTeXML/Package/mathabx.sty.ltxml:327	
\smalltriangleup	symbol	math	U+25B5	smalltriangleup		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:324	
\sphericalangle	symbol	math	U+2222	sphericalangle				\sphericalangle	lib/LaTeXML/Package/mathabx.sty.ltxml:163	
\sprod	symbol	math	U+220F	sprod	product	SUMOP		\prod	lib/LaTeXML/Package/mathabx.sty.ltxml:44	
\sqbullet	symbol	math	U+2BC0	sqbullet		MULOP			lib/LaTeXML/Package/mathabx.sty.ltxml:64	
\sqdoublecap	symbol	math	U+2A4E	sqdoublecap	double-square-intersection	ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:253	
\sqdoublecup	symbol	math	U+2A4F	sqdoublecup	double-square-union	ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:254	
\sqsubseteqq	symbol	math	U+228F U+0333	sqsubseteqq	square-image-of-or-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:294	
\sqsubsetneq	symbol	math	U+22E4	sqsubsetneq	square-image-of-or-not-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:289	
\sqsupseteqq	symbol	math	U+2290 U+0333	sqsupseteqq	square-original-of-or-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:295	
\sqsupsetneq	symbol	math	U+22E5	sqsupsetneq	square-original-of-or-not-equals	RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:290	
\square	symbol	math	U+25A1	square		MULOP		\square	lib/LaTeXML/Package/mathabx.sty.ltxml:54	
\ssum	symbol	math	U+2211	ssum	sum	SUMOP		\sum	lib/LaTeXML/Package/mathabx.sty.ltxml:43	
\subseteqq	symbol	math	U+2AC5	subseteqq	subset-of-or-equals	RELOP		\subseteqq	lib/LaTeXML/Package/mathabx.sty.ltxml:268	
\subsetneq	symbol	math	U+228A	subsetneq	subset-of-and-not-equals	RELOP		\subsetneq	lib/LaTeXML/Package/mathabx.sty.ltxml:264	
\subsetneqq	symbol	math	U+2ACB	subsetneqq	subset-of-and-not-equals	RELOP		\subsetneqq	lib/LaTeXML/Package/mathabx.sty.ltxml:272	
\succapprox	symbol	math	U+2AB8	succapprox	succeeds-or-approximately-equals	RELOP		\succapprox	lib/LaTeXML/Package/mathabx.sty.ltxml:410	
\succcurlyeq	symbol	math	U+227D	succcurlyeq	succeeds-or-equals	RELOP		\succcurlyeq	lib/LaTeXML/Package/mathabx.sty.ltxml:391	
\succdot	symbol	math	U+22D7	succdot		RELOP		\gtrdot	lib/LaTeXML/Package/mathabx.sty.ltxml:382	
\succnapprox	symbol	math	U+2ABA	succnapprox	succeeds-and-not-approximately-equals	RELOP		\succnapprox	lib/LaTeXML/Package/mathabx.sty.ltxml:414	
\succneq	symbol	math	U+22E9	succneq	succeeds-not-equals	RELOP		\succnsim	lib/LaTeXML/Package/mathabx.sty.ltxml:398	
\succnsim	symbol	math	U+22E9	succnsim	succeeds-and-not-equivalent-to	RELOP		\succnsim	lib/LaTeXML/Package/mathabx.sty.ltxml:408	
\succsim	symbol	math	U+227F	succsim	succeeds-or-equivalent-to	RELOP		\succsim	lib/LaTeXML/Package/mathabx.sty.ltxml:404	
\supseteqq	symbol	math	U+2AC6	supseteqq	superset-of-or-equals	RELOP		\supseteqq	lib/LaTeXML/Package/mathabx.sty.ltxml:269	
\supsetneq	symbol	math	U+228B	supsetneq	superset-of-and-not-equals	RELOP		\supsetneq	lib/LaTeXML/Package/mathabx.sty.ltxml:265	
\supsetneqq	symbol	math	U+2ACC	supsetneqq	superset-of-and-not-equals	RELOP		\supsetneqq	lib/LaTeXML/Package/mathabx.sty.ltxml:273	
\therefore	symbol	math	U+2234	therefore	therefore	METARELOP		\therefore	lib/LaTeXML/Package/mathabx.sty.ltxml:154	
\thickvert	symbol	math	U+2759	thickvert		MID			lib/LaTeXML/Package/mathabx.sty.ltxml:684	
\third	symbol	math	U+2034	third		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:126	
\topdoteq	symbol	math	U+003D U+0307	topdoteq		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:90	
\trianglelefteq	symbol	math	U+22B4	trianglelefteq				\trianglelefteq	lib/LaTeXML/Package/mathabx.sty.ltxml:317	
\triangleq	symbol	math	U+225C	triangleq		RELOP		\triangleq	lib/LaTeXML/Package/mathabx.sty.ltxml:104	
\trianglerighteq	symbol	math	U+22B5	trianglerighteq				\trianglerighteq	lib/LaTeXML/Package/mathabx.sty.ltxml:318	
\udot	symbol	math	U+22C5	udot		MULOP			lib/LaTeXML/Package/mathabx.sty.ltxml:53	
\ulcorner	symbol	math	U+231C	ulcorner				\ulcorner	lib/LaTeXML/Package/mathabx.sty.ltxml:177	
\updownarrows	symbol	math	U+21C5	updownarrows		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:459	
\updownharpoons	symbol	math	U+296E	updownharpoons		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:440	
\upharpoonleft	symbol	math	U+21BF	upharpoonleft		ARROW		\upharpoonleft	lib/LaTeXML/Package/mathabx.sty.ltxml:433	
\upharpoonright	symbol	math	U+21BE	upharpoonright		ARROW		\upharpoonright	lib/LaTeXML/Package/mathabx.sty.ltxml:435	
\uptodownarrow	symbol	math	U+2B8F	uptodownarrow		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:495	
\upuparrows	symbol	math	U+21C8	upuparrows		ARROW		\upuparrows	lib/LaTeXML/Package/mathabx.sty.ltxml:455	
\upupharpoons	symbol	math	U+2963	upupharpoons		ARROW			lib/LaTeXML/Package/mathabx.sty.ltxml:463	
\urcorner	symbol	math	U+231D	urcorner				\urcorner	lib/LaTeXML/Package/mathabx.sty.ltxml:178	
\vDash	symbol	math	U+22A8	vDash		RELOP		\vDash	lib/LaTeXML/Package/mathabx.sty.ltxml:115	
\varEarth	text	text	U+2641	varEarth					lib/LaTeXML/Package/mathabx.sty.ltxml:194	
\vargeq	symbol	math		vargeq					lib/LaTeXML/Package/mathabx.sty.ltxml:342	Let alias of \geq
\varhash	symbol	math	U+0023	varhash		RELOP			lib/LaTeXML/Package/mathabx.sty.ltxml:138	
\varleq	symbol	math		varleq					lib/LaTeXML/Package/mathabx.sty.ltxml:341	Let alias of \leq
\varnotin	symbol	math		varnotin					lib/LaTeXML/Package/mathabx.sty.ltxml:236	Let alias of \notin
\varnotowner	symbol	math		varnotowner					lib/LaTeXML/Package/mathabx.sty.ltxml:237	Let alias of \notowner
\varnotsign	symbol	math	U+002F	varnotsign	not	OPERATOR			lib/LaTeXML/Package/mathabx.sty.ltxml:23	
\varsqsubsetneq	symbol	math		varsqsubsetneq					lib/LaTeXML/Package/mathabx.sty.ltxml:291	Let alias of \sqsubsetneq
\varsqsupsetneq	symbol	math		varsqsupsetneq					lib/LaTeXML/Package/mathabx.sty.ltxml:292	Let alias of \sqsupsetneq
\varstar	symbol	math	U+2736	varstar		MULOP			lib/LaTeXML/Package/mathabx.sty.ltxml:41	
\varsubsetneq	symbol	math	U+228A	varsubsetneq	subset-of-and-not-equals	RELOP		\varsubsetneq	lib/LaTeXML/Package/mathabx.sty.ltxml:266	
\varsubsetneqq	symbol	math	U+2ACB	varsubsetneqq	subset-of-and-not-equals	RELOP		\varsubsetneqq	lib/LaTeXML/Package/mathabx.sty.ltxml:274	
\varsupsetneq	symbol	math	U+228B	varsupsetneq	subset-of-and-not-equals	RELOP		\varsupsetneq	lib/LaTeXML/Package/mathabx.sty.ltxml:267	
\varsupsetneqq	symbol	math	U+2ACC	varsupsetneqq	superset-of-and-not-equals	RELOP		\varsupsetneqq	lib/LaTeXML/Package/mathabx.sty.ltxml:275	
\vartriangleleft	symbol	math	U+22B2	vartriangleleft				\vartriangleleft	lib/LaTeXML/Package/mathabx.sty.ltxml:312	
\vartriangleright	symbol	math	U+22B3	vartriangleright				\vartriangleright	lib/LaTeXML/Package/mathabx.sty.ltxml:314	
\veebar	symbol	math	U+22BB	veebar	exclusive-or	ADDOP		\veebar	lib/LaTeXML/Package/mathabx.sty.ltxml:248	
\veedoublebar	symbol	math	U+2A63	veedoublebar		ADDOP			lib/LaTeXML/Package/mathabx.sty.ltxml:250	
\vvvert	symbol	math	U+2980	vvvert		MID			lib/LaTeXML/Package/mathabx.sty.ltxml:674	
