command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\textreferencemark	text	text	U+203B	textreferencemark					lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\textregistered	text	text	U+00AE	textregistered				\textregistered	lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\textrightarrow	text	text	U+2192	textrightarrow					lib/LaTeXML/Package/textcomp.sty.ltxml:86	from %textcomp_pairs
\textrquill	text	text	U+2046	textrquill					lib/LaTeXML/Package/textcomp.sty.ltxml:86	from %textcomp_pairs
\textsection	text	text	U+00A7	textsection					lib/LaTeXML/Package/textcomp.sty.ltxml:139	from %textcomp_footnote
\textservicemark	text	text	U+2120	textservicemark					lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\textsterling	text	text	U+00A3	textsterling				\textsterling	lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\textsurd	text	text	U+221A	textsurd				\surd	lib/LaTeXML/Package/textcomp.sty.ltxml:159	from %textcomp_scientific
\textthreequarters	text	text	U+00BE	textthreequarters					lib/LaTeXML/Package/textcomp.sty.ltxml:50	from %textcomp_numerals
\textthreequartersemdash	text	text	U+2014	textthreequartersemdash					lib/LaTeXML/Package/textcomp.sty.ltxml:195	from %textcomp_various
\textthreesuperior	text	text	U+00B3	textthreesuperior					lib/LaTeXML/Package/textcomp.sty.ltxml:50	from %textcomp_numerals
\texttildelow	text	text	U+007E	texttildelow					lib/LaTeXML/Package/textcomp.sty.ltxml:195	from %textcomp_various
\texttimes	text	text	U+00D7	texttimes				\times	lib/LaTeXML/Package/textcomp.sty.ltxml:159	from %textcomp_scientific
\texttrademark	text	text	U+2122	texttrademark					lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\texttwelveudash	text	text	U+2014	texttwelveudash					lib/LaTeXML/Package/textcomp.sty.ltxml:195	from %textcomp_various
\texttwosuperior	text	text	U+00B2	texttwosuperior					lib/LaTeXML/Package/textcomp.sty.ltxml:50	from %textcomp_numerals
\textuparrow	text	text	U+2191	textuparrow				\uparrow	lib/LaTeXML/Package/textcomp.sty.ltxml:86	from %textcomp_pairs
\textwon	text	text	U+20A9	textwon					lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
\textyen	text	text	U+00A5	textyen					lib/LaTeXML/Package/textcomp.sty.ltxml:121	from %textcomp_money
