command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\mathsf{}	alphabet	math		mathsf			sans-serif		lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	DeclareMathAlphabet
\mathtt{}	alphabet	math		mathtt			monospace		lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	DeclareMathAlphabet
\measuredangle	symbol	math	U+2221	measuredangle		ID		\measuredangle	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \measuredangle
\medbullet	symbol	math	U+2022	medbullet		BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin
\medcirc	symbol	math	U+25CB	medcirc		BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin
\mho	symbol	math	U+2127	mho		ID		\mho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \mho
\mmapstochar	symbol	math	U+2AE3	mmapstochar		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \mmapstochar
\mu	symbol	math	U+03BC	mu		ID		\mu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \mu
\multimap	symbol	math	U+22B8	multimap		RELOP		\multimap	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \multimap
\multimapboth	symbol	math	U+29DF	multimapboth		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \multimapboth
\multimapdotbothA	symbol	math	U+22B6	multimapdotbothA		RELOP		\origof	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \multimapdotbothA
\multimapdotbothB	symbol	math	U+22B7	multimapdotbothB		RELOP		\imageof	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \multimapdotbothB
\multimapinv	symbol	math	U+27DC	multimapinv		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \multimapinv
\musl	symbol	math	U+03BC	musl		ID		\mu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \musl
\muup	symbol	math	U+03BC	muup		ID		\mu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \muup
\nBumpeq	symbol	math	U+224E U+0338	nBumpeq		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nBumpeq
\nLeftarrow	symbol	math	U+21CD	nLeftarrow		RELOP		\nLeftarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nLeftarrow
\nLeftrightarrow	symbol	math	U+21CE	nLeftrightarrow		RELOP		\nLeftrightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nLeftrightarrow
\nRightarrow	symbol	math	U+21CF	nRightarrow		RELOP		\nRightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nRightarrow
\nSubset	symbol	math	U+22D0 U+0338	nSubset	not-double-subset-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nSubset
\nSupset	symbol	math	U+22D1 U+0338	nSupset	not-double-superset-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nSupset
\nVDash	symbol	math	U+22AF	nVDash		RELOP		\nVDash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nVDash
\nVdash	symbol	math	U+22AE	nVdash	not-forces	RELOP		\nVdash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nVdash
\napprox	symbol	math	U+2249	napprox	not-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \napprox
\napproxeq	symbol	math	U+224A U+0338	napproxeq	not-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \napproxeq
\nasymp	symbol	math	U+226D	nasymp	not-equivalent-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nasymp
\nbacksim	symbol	math	U+223D U+0337	nbacksim		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nbacksim
\nbacksimeq	symbol	math	U+22CD U+0338	nbacksimeq		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nbacksimeq
\nbumpeq	symbol	math	U+224F U+0338	nbumpeq		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nbumpeq
\ncong	symbol	math	U+2247	ncong	not-approximately-equals	RELOP		\ncong	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ncong
\neq	symbol	math	U+2260	neq	not-equals	RELOP		\neq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \neq
\nequiv	symbol	math	U+2262	nequiv	not-equivalent-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nequiv
\nexists	symbol	math	U+2204	nexists	not-exists	ID		\nexists	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \nexists
\ngeq	symbol	math	U+2271	ngeq	not-greater-than-nor-equals	RELOP		\ngeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngeq
\ngeqq	symbol	math	U+2267 U+0338	ngeqq	not-greater-than-nor-equals	RELOP		\ngeqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngeqq
\ngeqslant	symbol	math	U+2A7E U+0338	ngeqslant	not-greater-than-nor-equals	RELOP		\ngeqslant	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngeqslant
\ngg	symbol	math	U+226B U+0338	ngg		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngg
\ngtr	symbol	math	U+226F	ngtr	not-greater-than	RELOP		\ngtr	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngtr
\ngtrapprox	symbol	math	U+2A86 U+0338	ngtrapprox	not-greater-than-nor-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngtrapprox
\ngtrless	symbol	math	U+2278	ngtrless	not-greater-than-nor-less-than	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngtrless
\ngtrsim	symbol	math	U+2273 U+0338	ngtrsim	not-greater-than-nor-equivalent-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ngtrsim
\nleftarrow	symbol	math	U+219A	nleftarrow		RELOP		\nleftarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nleftarrow
\nleftrightarrow	symbol	math	U+21AE	nleftrightarrow		RELOP		\nleftrightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nleftrightarrow
\nleq	symbol	math	U+2270	nleq	not-less-than-nor-greater-than	RELOP		\nleq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nleq
\nleqq	symbol	math	U+2266 U+0338	nleqq	not-less-than-nor-equals	RELOP		\nleqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nleqq
\nleqslant	symbol	math	U+2A7D U+0338	nleqslant	not-less-than-nor-equals	RELOP		\nleqslant	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nleqslant
\nless	symbol	math	U+226E	nless	not-less-than	RELOP		\nless	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nless
\nlessapprox	symbol	math	U+2A85 U+0338	nlessapprox	not-less-than-nor-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nlessapprox
\nlessgtr	symbol	math	U+2279	nlessgtr	not-less-than-nor-greater-than	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nlessgtr
\nlesssim	symbol	math	U+2272 U+0338	nlesssim	not-less-than-nor-similar-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nlesssim
\nll	symbol	math	U+226A U+0338	nll	not-much-less-than	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nll
\nmid	symbol	math	U+2224	nmid	not-divides	RELOP		\nmid	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nmid
\notin	symbol	math	U+2209	notin	not-element-of	RELOP		\notin	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \notin
\notni	symbol	math	U+220C	notni	not-contains	RELOP		\notni	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \notni
\nparallel	symbol	math	U+2226	nparallel	not-parallel-to	RELOP		\nparallel	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nparallel
\nplus	symbol	math	U+005C U+006C U+0078 U+0040 U+006B U+006C U+0075 U+0064 U+0067 U+0065 U+0064 U+007B U+005C U+0063 U+0061 U+0070 U+007B U+005C U+0073 U+0063 U+0072 U+0069 U+0070 U+0074 U+0073 U+0063 U+0072 U+0069 U+0070 U+0074 U+0073 U+0074 U+0079 U+006C U+0065 U+005C U+006C U+0078 U+0040 U+0074 U+0077 U+0065 U+0061 U+006B U+0065 U+0064 U+007B U+0077 U+0069 U+0064 U+0074 U+0068 U+003D U+0030 U+0070 U+0074 U+002C U+0078 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+002D U+0030 U+002E U+0037 U+0035 U+0065 U+006D U+002C U+0079 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+0030 U+002E U+0032 U+0065 U+0078 U+007D U+007B U+002B U+007D U+007D U+007D	nplus	intersection-plus	BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \nplus
\nprec	symbol	math	U+2280	nprec	not-precedes	RELOP		\nprec	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nprec
\nprecapprox	symbol	math	U+2AB7 U+0338	nprecapprox	not-precedes-nor-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nprecapprox
\npreccurlyeq	symbol	math	U+227C U+0338	npreccurlyeq	not-precedes-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \npreccurlyeq
\npreceq	symbol	math	U+22E0	npreceq	not-precedes-nor-equals	RELOP		\npreceq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \npreceq
\npreceqq	symbol	math	U+2AB3 U+0338	npreceqq	not-precedes-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \npreceqq
\nprecsim	symbol	math	U+227E U+0338	nprecsim	not-precedes-nor-equivalent-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nprecsim
\nrightarrow	symbol	math	U+219B	nrightarrow		RELOP		\nrightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nrightarrow
\nshortmid	symbol	math	U+2224	nshortmid	not-divides	RELOP		\nshortmid	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nshortmid
\nshortparallel	symbol	math	U+2226	nshortparallel	not-parallel-to	RELOP		\nshortparallel	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nshortparallel
\nsim	symbol	math	U+2241	nsim	not-similar-to	RELOP		\nsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsim
\nsimeq	symbol	math	U+2243 U+0338	nsimeq	not-equivalent-to-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsimeq
\nsqsubset	symbol	math	U+228F U+0338	nsqsubset	not-square-image-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsqsubset
\nsqsubseteq	symbol	math	U+22E2	nsqsubseteq	not-square-image-of-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsqsubseteq
\nsqsupset	symbol	math	U+2290 U+0338	nsqsupset	not-square-original-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsqsupset
\nsqsupseteq	symbol	math	U+22E3	nsqsupseteq	not-square-original-of-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsqsupseteq
\nsubset	symbol	math	U+2284	nsubset	not-subset-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsubset
\nsubseteq	symbol	math	U+2288	nsubseteq	not-subset-of-nor-equals	RELOP		\nsubseteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsubseteq
\nsubseteqq	symbol	math	U+2AC5 U+0338	nsubseteqq	not-subset-of-nor-equals	RELOP		\nsubseteqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsubseteqq
\nsucc	symbol	math	U+2281	nsucc	not-succeeds	RELOP		\nsucc	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsucc
\nsuccapprox	symbol	math	U+2AB8 U+0338	nsuccapprox	not-succeeds-nor-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsuccapprox
\nsucccurlyeq	symbol	math	U+227D U+0338	nsucccurlyeq	not-succeeds-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsucccurlyeq
\nsucceq	symbol	math	U+22E1	nsucceq	not-succeeds-nor-equals	RELOP		\nsucceq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsucceq
\nsucceqq	symbol	math	U+2AB4 U+0338	nsucceqq	not-succeeds-nor-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsucceqq
\nsuccsim	symbol	math	U+227F U+0338	nsuccsim	not-succeeds-nor-equivalent-to	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsuccsim
\nsupset	symbol	math	U+2285	nsupset	not-superset-of	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsupset
\nsupseteq	symbol	math	U+2289	nsupseteq	not-superset-of-nor-equals	RELOP		\nsupseteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsupseteq
\nsupseteqq	symbol	math	U+2AC6 U+0338	nsupseteqq	not-superset-of-nor-equals	RELOP		\nsupseteqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nsupseteqq
\nthickapprox	symbol	math	U+2249	nthickapprox	not-approximately-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nthickapprox
\ntriangleleft	symbol	math	U+22EA	ntriangleleft	not-subgroup-of	RELOP		\ntriangleleft	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntriangleleft
\ntrianglelefteq	symbol	math	U+22EC	ntrianglelefteq	not-subgroup-of-nor-equals	RELOP		\ntrianglelefteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntrianglelefteq
\ntriangleright	symbol	math	U+22EB	ntriangleright	not-contains	RELOP		\ntriangleright	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntriangleright
\ntrianglerighteq	symbol	math	U+22ED	ntrianglerighteq	not-contains-nor-equals	RELOP		\ntrianglerighteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntrianglerighteq
\ntwoheadleftarrow	symbol	math	U+2B34	ntwoheadleftarrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntwoheadleftarrow
\ntwoheadrightarrow	symbol	math	U+2900	ntwoheadrightarrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \ntwoheadrightarrow
\nu	symbol	math	U+03BD	nu		ID		\nu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \nu
\nusl	symbol	math	U+03BD	nusl		ID		\nu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \nusl
\nuup	symbol	math	U+03BD	nuup		ID		\nu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \nuup
\nvDash	symbol	math	U+22AD	nvDash		RELOP		\nvDash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nvDash
\nvdash	symbol	math	U+22AC	nvdash	not-proves	RELOP		\nvdash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \nvdash
\oiiintclockwiseop	symbol	math	U+222D U+20D9	oiiintclockwiseop	triple-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiiintclockwiseop
\oiiintctrclockwiseop	symbol	math	U+222D U+20DA	oiiintctrclockwiseop	triple-counterclockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiiintctrclockwiseop
\oiiintop	symbol	math	U+2230	oiiintop	triple-contour-integral	OPFUNCTION		\oiiint	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiiintop
\oiintclockwiseop	symbol	math	U+222C U+20D9	oiintclockwiseop	double-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiintclockwiseop
\oiintctrclockwiseop	symbol	math	U+222C U+20DA	oiintctrclockwiseop	double-counterclockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiintctrclockwiseop
\oiintop	symbol	math	U+222F	oiintop	double-contour-integral	OPFUNCTION		\oiint	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \oiintop
\ointclockwiseop	symbol	math	U+2232	ointclockwiseop	clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \ointclockwiseop
\ointctrclockwiseop	symbol	math	U+2233	ointctrclockwiseop	counter-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \ointctrclockwiseop
\omega	symbol	math	U+03C9	omega		ID		\omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \omega
\omegasl	symbol	math	U+03C9	omegasl		ID		\omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \omegasl
\omegaup	symbol	math	U+03C9	omegaup		ID		\omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \omegaup
\otherDelta	symbol	math	U+0394	otherDelta		ID		\Delta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherDelta
\otherGamma	symbol	math	U+0393	otherGamma		ID		\Gamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherGamma
\otherLambda	symbol	math	U+039B	otherLambda		ID		\Lambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherLambda
\otherOmega	symbol	math	U+03A9	otherOmega		ID		\Omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherOmega
\otherPhi	symbol	math	U+03A6	otherPhi		ID		\Phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherPhi
\otherPi	symbol	math	U+03A0	otherPi		ID		\Pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherPi
\otherPsi	symbol	math	U+03A8	otherPsi		ID		\Psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherPsi
\otherSigma	symbol	math	U+03A3	otherSigma		ID		\Sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherSigma
\otherTheta	symbol	math	U+0398	otherTheta		ID		\Theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherTheta
\otherUpsilon	symbol	math	U+03A5	otherUpsilon		ID		\Upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherUpsilon
\otherXi	symbol	math	U+039E	otherXi		ID		\Xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherXi
\otheralpha	symbol	math	U+03B1	otheralpha		ID		\alpha	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otheralpha
\otherbeta	symbol	math	U+03B2	otherbeta		ID		\beta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherbeta
\otherchi	symbol	math	U+03C7	otherchi		ID		\chi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherchi
\otherdelta	symbol	math	U+03B4	otherdelta		ID		\delta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherdelta
\otherepsilon	symbol	math	U+03F5	otherepsilon		ID		\epsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherepsilon
\othereta	symbol	math	U+03B7	othereta		ID		\eta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othereta
\othergamma	symbol	math	U+03B3	othergamma		ID		\gamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othergamma
\otheriota	symbol	math	U+03B9	otheriota		ID		\iota	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otheriota
\otherkappa	symbol	math	U+03BA	otherkappa		ID		\kappa	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherkappa
\otherlambda	symbol	math	U+03BB	otherlambda		ID		\lambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherlambda
\othermu	symbol	math	U+03BC	othermu		ID		\mu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othermu
\othernu	symbol	math	U+03BD	othernu		ID		\nu	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othernu
\otheromega	symbol	math	U+03C9	otheromega		ID		\omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otheromega
\otherphi	symbol	math	U+03D5	otherphi		ID		\phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherphi
