command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\neq	symbol	math	U+2260	neq	not-equals	RELOP		\neq	lib/LaTeXML/Engine/math_common.pool.ltxml:284	
\ng	text	text	U+014B	ng					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:2772	
\ni	symbol	math	U+220B	ni	contains	RELOP		\ni	lib/LaTeXML/Engine/math_common.pool.ltxml:272	
\not	symbol	math	U+FF0F	not	not	OPFUNCTION		\not	lib/LaTeXML/Engine/math_common.pool.ltxml:307	
\notin	symbol	math	U+2209	notin	not-element-of	RELOP		\notin	lib/LaTeXML/Engine/math_common.pool.ltxml:286	
\nu	symbol	math	U+03BD	nu				\nu	lib/LaTeXML/Engine/math_common.pool.ltxml:35	
\nwarrow	symbol	math	U+2196	nwarrow		ARROW		\nwarrow	lib/LaTeXML/Engine/math_common.pool.ltxml:445	
\o	text	text	U+00F8	o				\o	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:2764	
\o	text	text	U+00F8	o				\o	lib/LaTeXML/Engine/plain_base.pool.ltxml:530	
\odot	symbol	math	U+2299	odot	direct-product	MULOP		\odot	lib/LaTeXML/Engine/math_common.pool.ltxml:244	
\oe	text	text	U+0153	oe				\oe	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:2758	
\oe	text	text	U+0153	oe				\oe	lib/LaTeXML/Engine/plain_base.pool.ltxml:524	
\oint	symbol	math	U+222E	oint	contour-integral	INTOP		\oint	lib/LaTeXML/Engine/math_common.pool.ltxml:153	
\ointop	symbol	math	U+222E	ointop	contour-integral	INTOP		\oint	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5440	
\omega	symbol	math	U+03C9	omega				\omega	lib/LaTeXML/Engine/math_common.pool.ltxml:49	
\ominus	symbol	math	U+2296	ominus	symmetric-difference	ADDOP		\ominus	lib/LaTeXML/Engine/math_common.pool.ltxml:241	
\oplus	symbol	math	U+2295	oplus	direct-sum	ADDOP		\oplus	lib/LaTeXML/Engine/math_common.pool.ltxml:240	
\oslash	symbol	math	U+2298	oslash		MULOP		\oslash	lib/LaTeXML/Engine/math_common.pool.ltxml:243	
\otimes	symbol	math	U+2297	otimes	tensor-product	MULOP		\otimes	lib/LaTeXML/Engine/math_common.pool.ltxml:242	
\owns	symbol	math	U+220B	owns	contains	RELOP		\owns	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5450	
\parallel	symbol	math	U+2225	parallel	parallel-to	VERTBAR		\parallel	lib/LaTeXML/Engine/math_common.pool.ltxml:291	
\partial	symbol	math	U+2202	partial	partial-differential	DIFFOP		\partial	lib/LaTeXML/Engine/math_common.pool.ltxml:98	
\perp	symbol	math	U+27C2	perp	perpendicular-to	RELOP		\perp	lib/LaTeXML/Engine/math_common.pool.ltxml:289	
\phi	symbol	math	U+03D5	phi				\phi	lib/LaTeXML/Engine/math_common.pool.ltxml:45	
\pi	symbol	math	U+03C0	pi				\pi	lib/LaTeXML/Engine/math_common.pool.ltxml:37	
\pm	symbol	math	U+00B1	pm	plus-or-minus	ADDOP		\pm	lib/LaTeXML/Engine/math_common.pool.ltxml:205	
\pounds	text	text	U+00A3	pounds				\pounds	lib/LaTeXML/Engine/plain_constructs.pool.ltxml:187	
\prec	symbol	math	U+227A	prec	precedes	RELOP		\prec	lib/LaTeXML/Engine/math_common.pool.ltxml:254	
\preceq	symbol	math	U+2AAF	preceq	precedes-or-equals	RELOP		\preceq	lib/LaTeXML/Engine/math_common.pool.ltxml:255	
\prime	symbol	math	U+2032	prime		SUPOP		\prime	lib/LaTeXML/Engine/math_common.pool.ltxml:78	
\prod	symbol	math	U+220F	prod	product	SUMOP		\prod	lib/LaTeXML/Engine/math_common.pool.ltxml:139	
\propto	symbol	math	U+221D	propto	proportional-to	RELOP		\propto	lib/LaTeXML/Engine/math_common.pool.ltxml:296	
\psi	symbol	math	U+03C8	psi				\psi	lib/LaTeXML/Engine/math_common.pool.ltxml:48	
\rangle	symbol	math	U+27E9	rangle		CLOSE		\rangle	lib/LaTeXML/Engine/math_common.pool.ltxml:574	
\rceil	symbol	math	U+2309	rceil		CLOSE		\rceil	lib/LaTeXML/Engine/math_common.pool.ltxml:569	
\relbar	symbol	math	U+002D	relbar		RELOP			lib/LaTeXML/Engine/math_common.pool.ltxml:363	
\rfloor	symbol	math	U+230B	rfloor		CLOSE		\rfloor	lib/LaTeXML/Engine/math_common.pool.ltxml:571	
\rgroup	symbol	math	U+27EF	rgroup		CLOSE		\rgroup	lib/LaTeXML/Engine/math_common.pool.ltxml:578	
\rhd	symbol	math	U+22B3	rhd	contains-as-subgroup	ADDOP		\rhd	lib/LaTeXML/Engine/math_common.pool.ltxml:236	
\rho	symbol	math	U+03C1	rho				\rho	lib/LaTeXML/Engine/math_common.pool.ltxml:39	
\rhook	symbol	math	U+2E27	rhook					lib/LaTeXML/Engine/math_common.pool.ltxml:452	
\rightarrow	symbol	math	U+2192	rightarrow		ARROW		\rightarrow	lib/LaTeXML/Engine/math_common.pool.ltxml:414	
\rightarrowfill	symbol	math	U+2192	rightarrowfill		ARROW			lib/LaTeXML/Engine/plain_constructs.pool.ltxml:89	
\rightharpoondown	symbol	math	U+21C1	rightharpoondown		ARROW		\rightharpoondown	lib/LaTeXML/Engine/math_common.pool.ltxml:433	
\rightharpoonup	symbol	math	U+21C0	rightharpoonup		ARROW		\rightharpoonup	lib/LaTeXML/Engine/math_common.pool.ltxml:432	
\rightleftharpoons	symbol	math	U+21CC	rightleftharpoons		METARELOP		\rightleftharpoons	lib/LaTeXML/Engine/math_common.pool.ltxml:423	
\rmoustache	text	text	U+23B1	rmoustache				\rmoustache	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5448	
\searrow	symbol	math	U+2198	searrow		ARROW		\searrow	lib/LaTeXML/Engine/math_common.pool.ltxml:443	
\sec	symbol	math	U+0073 U+0065 U+0063	sec	secant	TRIGFUNCTION			lib/LaTeXML/Engine/math_common.pool.ltxml:765	
\setminus	symbol	math	U+2216	setminus	set-minus	ADDOP		\setminus	lib/LaTeXML/Engine/math_common.pool.ltxml:226	
\sharp	symbol	math	U+266F	sharp				\sharp	lib/LaTeXML/Engine/math_common.pool.ltxml:96	
\sigma	symbol	math	U+03C3	sigma				\sigma	lib/LaTeXML/Engine/math_common.pool.ltxml:41	
\sim	symbol	math	U+223C	sim	similar-to	RELOP		\sim	lib/LaTeXML/Engine/math_common.pool.ltxml:279	
\simeq	symbol	math	U+2243	simeq	similar-to-or-equals	RELOP		\simeq	lib/LaTeXML/Engine/math_common.pool.ltxml:280	
\sin	symbol	math	U+0073 U+0069 U+006E	sin	sine	TRIGFUNCTION			lib/LaTeXML/Engine/math_common.pool.ltxml:766	
\sinh	symbol	math	U+0073 U+0069 U+006E U+0068	sinh	hyperbolic-sine	TRIGFUNCTION			lib/LaTeXML/Engine/math_common.pool.ltxml:768	
\smallint	symbol	math	U+222B	smallint	integral	INTOP		\smallint	lib/LaTeXML/Engine/math_common.pool.ltxml:128	
\smile	symbol	math	U+2323	smile		RELOP		\smile	lib/LaTeXML/Engine/math_common.pool.ltxml:294	
\spadesuit	symbol	math	U+2660	spadesuit				\spadesuit	lib/LaTeXML/Engine/math_common.pool.ltxml:107	
\sqcap	symbol	math	U+2293	sqcap	square-intersection	ADDOP		\sqcap	lib/LaTeXML/Engine/math_common.pool.ltxml:220	
\sqcup	symbol	math	U+2294	sqcup	square-union	ADDOP		\sqcup	lib/LaTeXML/Engine/math_common.pool.ltxml:221	
\sqsubset	symbol	math	U+228F	sqsubset	square-image-of	RELOP		\sqsubset	lib/LaTeXML/Engine/math_common.pool.ltxml:259	
\sqsubseteq	symbol	math	U+2291	sqsubseteq	square-image-of-or-equals	RELOP		\sqsubseteq	lib/LaTeXML/Engine/math_common.pool.ltxml:260	
\sqsupset	symbol	math	U+2290	sqsupset	square-original-of	RELOP		\sqsupset	lib/LaTeXML/Engine/math_common.pool.ltxml:270	
\sqsupseteq	symbol	math	U+2292	sqsupseteq	square-original-of-or-equals	RELOP		\sqsupseteq	lib/LaTeXML/Engine/math_common.pool.ltxml:271	
\ss	text	text	U+00DF	ss				\ss	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:2767	
\ss	text	text	U+00DF	ss				\ss	lib/LaTeXML/Engine/plain_base.pool.ltxml:531	
\star	symbol	math	U+22C6	star		MULOP		\star	lib/LaTeXML/Engine/math_common.pool.ltxml:210	
\subset	symbol	math	U+2282	subset	subset-of	RELOP		\subset	lib/LaTeXML/Engine/math_common.pool.ltxml:257	
\subseteq	symbol	math	U+2286	subseteq	subset-of-or-equals	RELOP		\subseteq	lib/LaTeXML/Engine/math_common.pool.ltxml:258	
\succ	symbol	math	U+227B	succ	succeeds	RELOP		\succ	lib/LaTeXML/Engine/math_common.pool.ltxml:265	
\succeq	symbol	math	U+2AB0	succeq	succeeds-or-equals	RELOP		\succeq	lib/LaTeXML/Engine/math_common.pool.ltxml:266	
\sum	symbol	math	U+2211	sum	sum	SUMOP		\sum	lib/LaTeXML/Engine/math_common.pool.ltxml:134	
\sup	symbol	math	U+0073 U+0075 U+0070	sup	supremum	LIMITOP			lib/LaTeXML/Engine/math_common.pool.ltxml:769	
\supset	symbol	math	U+2283	supset	superset-of	RELOP		\supset	lib/LaTeXML/Engine/math_common.pool.ltxml:268	
\supseteq	symbol	math	U+2287	supseteq	superset-of-or-equals	RELOP		\supseteq	lib/LaTeXML/Engine/math_common.pool.ltxml:269	
\surd	symbol	math	U+221A	surd	square-root	OPERATOR		\surd	lib/LaTeXML/Engine/math_common.pool.ltxml:81	
\swarrow	symbol	math	U+2199	swarrow		ARROW		\swarrow	lib/LaTeXML/Engine/math_common.pool.ltxml:444	
\tan	symbol	math	U+0074 U+0061 U+006E	tan	tangent	TRIGFUNCTION			lib/LaTeXML/Engine/math_common.pool.ltxml:771	
\tanh	symbol	math	U+0074 U+0061 U+006E U+0068	tanh	hyperbolic-tangent	TRIGFUNCTION			lib/LaTeXML/Engine/math_common.pool.ltxml:772	
\tau	symbol	math	U+03C4	tau				\tau	lib/LaTeXML/Engine/math_common.pool.ltxml:43	
\textasciicircum	text	text	U+005E	textasciicircum				\textasciicircum	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5361	
\textasciitilde	text	text	U+007E	textasciitilde				\textasciitilde	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5362	
\textasteriskcentered	text	text	U+002A	textasteriskcentered					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5348	
\textbackslash	text	text	U+005C	textbackslash				\textbackslash	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5349	
\textbar	text	text	U+007C	textbar				\textbar	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5350	
\textbraceleft	text	text	U+007B	textbraceleft				\textbraceleft	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5351	
\textbraceright	text	text	U+007D	textbraceright				\textbraceright	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5352	
\textbullet	text	text	U+2022	textbullet					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5353	
\textcopyright	text	text	U+00A9	textcopyright				\textcopyright	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5360	
\textdagger	text	text	U+2020	textdagger				\textdagger	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5355	
\textdaggerdbl	text	text	U+2021	textdaggerdbl				\textdaggerdbl	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5354	
\textdollar	text	text	U+005C U+0024	textdollar				\textdollar	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5337	
\textellipsis	text	text	U+2026	textellipsis				\textellipsis	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5368	
\textemdash	text	text	U+2014	textemdash				\textemdash	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5338	
\textendash	text	text	U+2013	textendash				\textendash	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5339	
\textexclamdown	text	text	U+00A1	textexclamdown					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5340	
\textgreater	text	text	U+003E	textgreater				\textgreater	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5359	
\textless	text	text	U+003C	textless				\textless	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5358	
\textnormal@math{}	alphabet	math		textnormal			serif		lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5264	DefConstructor with font
\textordfeminine	text	text	U+00AA	textordfeminine					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5379	
\textordmasculine	text	text	U+00BA	textordmasculine					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5380	
\textparagraph	text	text	U+00B6	textparagraph					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5356	
\textprime	text	text	U+00B4	textprime					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5719	
\textquestiondown	text	text	U+00BF	textquestiondown					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5341	
\textquotedbl	text	text	U+0022	textquotedbl					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5344	
\textquotedblleft	text	text	U+201C	textquotedblleft				\textquotedblleft	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5342	
\textquotedblright	text	text	U+201D	textquotedblright				\textquotedblright	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5343	
\textquoteleft	text	text	U+2018	textquoteleft				\textquoteleft	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5345	
\textquoteright	text	text	U+2019	textquoteright				\textquoteright	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5346	
\textregistered	text	text	U+00AE	textregistered				\textregistered	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5369	
\textrm@math{}	alphabet	math		textrm			serif		lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5235	DefConstructor with font
\textsection	text	text	U+00A7	textsection					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5357	
\textsf@math{}	alphabet	math		textsf			sans-serif		lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5239	DefConstructor with font
\textsterling	text	text	U+00A3	textsterling				\textsterling	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5347	
\texttrademark	text	text	U+2122	texttrademark					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5370	
\texttt@math{}	alphabet	math		texttt			monospace		lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5243	DefConstructor with font
\textunderscore	text	text	U+005F	textunderscore				\textunderscore	lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5366	
\textvisiblespace	text	text	U+2423	textvisiblespace					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:5367	
\th	text	text	U+00FE	th					lib/LaTeXML/Engine/latex_constructs.pool.ltxml:2774	
\theta	symbol	math	U+03B8	theta				\theta	lib/LaTeXML/Engine/math_common.pool.ltxml:29	
\times	symbol	math	U+00D7	times	times	MULOP		\times	lib/LaTeXML/Engine/math_common.pool.ltxml:207	
\to	symbol	math	U+2192	to		ARROW		\to	lib/LaTeXML/Engine/math_common.pool.ltxml:62	
\top	symbol	math	U+22A4	top	top	ADDOP		\top	lib/LaTeXML/Engine/math_common.pool.ltxml:82	
\triangle	symbol	math	U+25B3	triangle				\triangle	lib/LaTeXML/Engine/math_common.pool.ltxml:103	
\triangleleft	symbol	math	U+22B2	triangleleft		ADDOP		\triangleleft	lib/LaTeXML/Engine/math_common.pool.ltxml:233	
\triangleright	symbol	math	U+22B3	triangleright		ADDOP		\triangleright	lib/LaTeXML/Engine/math_common.pool.ltxml:234	
\unlhd	symbol	math	U+22B4	unlhd	subgroup-of-or-equals	ADDOP		\unlhd	lib/LaTeXML/Engine/math_common.pool.ltxml:237	
\unrhd	symbol	math	U+22B5	unrhd	contains-as-subgroup-or-equals	ADDOP		\unrhd	lib/LaTeXML/Engine/math_common.pool.ltxml:238	
\uparrow	symbol	math	U+2191	uparrow		ARROW		\uparrow	lib/LaTeXML/Engine/math_common.pool.ltxml:436	
\upbracefill	symbol	math	U+23DF	upbracefill		ARROW			lib/LaTeXML/Engine/plain_constructs.pool.ltxml:90	
\updownarrow	symbol	math	U+2195	updownarrow		ARROW		\updownarrow	lib/LaTeXML/Engine/math_common.pool.ltxml:440	
\uplus	symbol	math	U+228E	uplus		ADDOP		\uplus	lib/LaTeXML/Engine/math_common.pool.ltxml:219	
\upsilon	symbol	math	U+03C5	upsilon				\upsilon	lib/LaTeXML/Engine/math_common.pool.ltxml:44	
\varepsilon	symbol	math	U+03B5	varepsilon				\varepsilon	lib/LaTeXML/Engine/math_common.pool.ltxml:26	
\varphi	symbol	math	U+03C6	varphi				\varphi	lib/LaTeXML/Engine/math_common.pool.ltxml:46	
\varpi	symbol	math	U+03D6	varpi				\varpi	lib/LaTeXML/Engine/math_common.pool.ltxml:38	
\varrho	symbol	math	U+03F1	varrho				\varrho	lib/LaTeXML/Engine/math_common.pool.ltxml:40	
\varsigma	symbol	math	U+03C2	varsigma				\varsigma	lib/LaTeXML/Engine/math_common.pool.ltxml:42	
\vartheta	symbol	math	U+03D1	vartheta				\vartheta	lib/LaTeXML/Engine/math_common.pool.ltxml:30	
\vdash	symbol	math	U+22A2	vdash	proves	METARELOP		\vdash	lib/LaTeXML/Engine/math_common.pool.ltxml:262	
\vee	symbol	math	U+2228	vee	or	ADDOP		\vee	lib/LaTeXML/Engine/math_common.pool.ltxml:222	
\wedge	symbol	math	U+2227	wedge	and	ADDOP		\wedge	lib/LaTeXML/Engine/math_common.pool.ltxml:224	
\wp	symbol	math	U+2118	wp	Weierstrass-p			\wp	lib/LaTeXML/Engine/math_common.pool.ltxml:73	
\wr	symbol	math	U+2240	wr		MULOP		\wr	lib/LaTeXML/Engine/math_common.pool.ltxml:227	
\xi	symbol	math	U+03BE	xi				\xi	lib/LaTeXML/Engine/math_common.pool.ltxml:36	
\zeta	symbol	math	U+03B6	zeta				\zeta	lib/LaTeXML/Engine/math_common.pool.ltxml:27	
\|	symbol	math	U+2225	||		VERTBAR		\|	lib/LaTeXML/Engine/math_common.pool.ltxml:84	
]	symbol	math	U+005D	]		CLOSE			lib/LaTeXML/Engine/Base_XMath.pool.ltxml:416	
|	symbol	math	U+007C	|		VERTBAR		|	lib/LaTeXML/Engine/Base_XMath.pool.ltxml:417	
