command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\Pisymbol{pzd}{231}	text	text	U+27A7	Pisymbol-pzd-231					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 231
\Pisymbol{pzd}{232}	text	text	U+27A8	Pisymbol-pzd-232					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 232
\Pisymbol{pzd}{233}	text	text	U+27A9	Pisymbol-pzd-233					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 233
\Pisymbol{pzd}{234}	text	text	U+27AA	Pisymbol-pzd-234					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 234
\Pisymbol{pzd}{235}	text	text	U+27AB	Pisymbol-pzd-235					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 235
\Pisymbol{pzd}{236}	text	text	U+27AC	Pisymbol-pzd-236					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 236
\Pisymbol{pzd}{237}	text	text	U+27AD	Pisymbol-pzd-237					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 237
\Pisymbol{pzd}{238}	text	text	U+27AE	Pisymbol-pzd-238					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 238
\Pisymbol{pzd}{239}	text	text	U+27AF	Pisymbol-pzd-239					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 239
\Pisymbol{pzd}{241}	text	text	U+27B1	Pisymbol-pzd-241					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 241
\Pisymbol{pzd}{242}	text	text	U+27B2	Pisymbol-pzd-242					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 242
\Pisymbol{pzd}{243}	text	text	U+27B3	Pisymbol-pzd-243					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 243
\Pisymbol{pzd}{244}	text	text	U+27B4	Pisymbol-pzd-244					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 244
\Pisymbol{pzd}{245}	text	text	U+27B5	Pisymbol-pzd-245					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 245
\Pisymbol{pzd}{246}	text	text	U+27B6	Pisymbol-pzd-246					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 246
\Pisymbol{pzd}{247}	text	text	U+27B7	Pisymbol-pzd-247					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 247
\Pisymbol{pzd}{248}	text	text	U+27B8	Pisymbol-pzd-248					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 248
\Pisymbol{pzd}{249}	text	text	U+27B9	Pisymbol-pzd-249					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 249
\Pisymbol{pzd}{250}	text	text	U+27BA	Pisymbol-pzd-250					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 250
\Pisymbol{pzd}{251}	text	text	U+27BB	Pisymbol-pzd-251					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 251
\Pisymbol{pzd}{252}	text	text	U+27BC	Pisymbol-pzd-252					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 252
\Pisymbol{pzd}{253}	text	text	U+27BD	Pisymbol-pzd-253					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 253
