command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\ngeqslant	symbol	math	U+2A7E U+0338	ngeqslant	not-greater-than-nor-equals	RELOP		\ngeqslant	lib/LaTeXML/Package/amssymb.sty.ltxml:280	
\ngtr	symbol	math	U+226F	ngtr	not-greater-than	RELOP		\ngtr	lib/LaTeXML/Package/amssymb.sty.ltxml:276	
\nleftarrow	symbol	math	U+219A	nleftarrow		ARROW		\nleftarrow	lib/LaTeXML/Package/amssymb.sty.ltxml:357	
\nleftrightarrow	symbol	math	U+21AE	nleftrightarrow		ARROW		\nleftrightarrow	lib/LaTeXML/Package/amssymb.sty.ltxml:359	
\nleq	symbol	math	U+2270	nleq	not-less-than-nor-greater-than	RELOP		\nleq	lib/LaTeXML/Package/amssymb.sty.ltxml:215	
\nleqq	symbol	math	U+2266 U+0338	nleqq	not-less-than-nor-equals	RELOP		\nleqq	lib/LaTeXML/Package/amssymb.sty.ltxml:219	
\nleqslant	symbol	math	U+2A7D U+0338	nleqslant	not-less-than-nor-equals	RELOP		\nleqslant	lib/LaTeXML/Package/amssymb.sty.ltxml:217	
\nless	symbol	math	U+226E	nless	not-less-than	RELOP		\nless	lib/LaTeXML/Package/amssymb.sty.ltxml:213	
\nmid	symbol	math	U+2224	nmid	not-divides	RELOP		\nmid	lib/LaTeXML/Package/amssymb.sty.ltxml:245	
\nparallel	symbol	math	U+2226	nparallel	not-parallel-to	RELOP		\nparallel	lib/LaTeXML/Package/amssymb.sty.ltxml:308	
\nprec	symbol	math	U+2280	nprec	not-precedes	RELOP		\nprec	lib/LaTeXML/Package/amssymb.sty.ltxml:231	
\npreceq	symbol	math	U+22E0	npreceq	not-precedes-nor-equals	RELOP		\npreceq	lib/LaTeXML/Package/amssymb.sty.ltxml:233	
\nrightarrow	symbol	math	U+219B	nrightarrow		ARROW		\nrightarrow	lib/LaTeXML/Package/amssymb.sty.ltxml:360	
\nshortmid	symbol	math	U+2224	nshortmid	not-divides	RELOP		\nshortmid	lib/LaTeXML/Package/amssymb.sty.ltxml:243	
\nshortparallel	symbol	math	U+2226	nshortparallel	not-parallel-to	RELOP		\nshortparallel	lib/LaTeXML/Package/amssymb.sty.ltxml:306	
\nsim	symbol	math	U+2241	nsim	not-similar-to	RELOP		\nsim	lib/LaTeXML/Package/amssymb.sty.ltxml:241	
\nsubseteq	symbol	math	U+2288	nsubseteq	not-subset-of-nor-equals	RELOP		\nsubseteq	lib/LaTeXML/Package/amssymb.sty.ltxml:255	
\nsubseteqq	symbol	math	U+2AC5 U+0338	nsubseteqq	not-subset-of-nor-equals	RELOP		\nsubseteqq	lib/LaTeXML/Package/amssymb.sty.ltxml:257	
